TimeOfStop,SubAgency,Description,VehicleType,ViolationType,Race,Gender,ArrestType
0,3rd district Silver Spring,IMPAIRED BY DRUGS OR ALCOHOL,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
23,6th district Gaithersburg / Montgomery Village,VEHICLE OR EQUIPMENT VIOLATION,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
23,6th district Gaithersburg / Montgomery Village,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
0,6th district Gaithersburg / Montgomery Village,SPEEDING,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
0,6th district Gaithersburg / Montgomery Village,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
0,6th district Gaithersburg / Montgomery Village,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
1,6th district Gaithersburg / Montgomery Village,MINOR INFRACTION,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
1,6th district Gaithersburg / Montgomery Village,MINOR INFRACTION,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
1,6th district Gaithersburg / Montgomery Village,IMPAIRED BY DRUGS OR ALCOHOL,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
1,6th district Gaithersburg / Montgomery Village,IMPAIRED BY DRUGS OR ALCOHOL,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
1,6th district Gaithersburg / Montgomery Village,IMPAIRED BY DRUGS OR ALCOHOL,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
1,6th district Gaithersburg / Montgomery Village,RECKLESS DRIVING,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
3,5th district Germantown,IMPAIRED BY DRUGS OR ALCOHOL,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
3,5th district Germantown,IMPAIRED BY DRUGS OR ALCOHOL,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
1,5th district Germantown,MINOR INFRACTION,02 - Automobile,Citation,WHITE,F,A - Marked Patrol
3,5th district Germantown,IMPAIRED BY DRUGS OR ALCOHOL,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
3,5th district Germantown,RECKLESS DRIVING,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
11,5th district Germantown,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,HISPANIC,F,A - Marked Patrol
11,5th district Germantown,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,HISPANIC,F,A - Marked Patrol
23,4th district Wheaton,VEHICLE OR EQUIPMENT VIOLATION,02 - Automobile,Citation,ASIAN,M,A - Marked Patrol
0,4th district Wheaton,RECKLESS DRIVING,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
0,4th district Wheaton,RECKLESS DRIVING,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
3,4th district Wheaton,IMPAIRED BY DRUGS OR ALCOHOL,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
3,4th district Wheaton,IMPAIRED BY DRUGS OR ALCOHOL,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
3,4th district Wheaton,IMPAIRED BY DRUGS OR ALCOHOL,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
3,4th district Wheaton,RECKLESS DRIVING,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
3,4th district Wheaton,DISOBEY TRAFFIC CONTROL,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
23,2nd district Bethesda,PLATE VIOLATION,02 - Automobile,Citation,ASIAN,M,A - Marked Patrol
0,2nd district Bethesda,VEHICLE OR EQUIPMENT VIOLATION,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
0,2nd district Bethesda,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
1,2nd district Bethesda,MINOR INFRACTION,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
1,2nd district Bethesda,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
1,2nd district Bethesda,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
1,2nd district Bethesda,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
1,2nd district Bethesda,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
23,5th district Germantown,IMPAIRED BY DRUGS OR ALCOHOL,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
23,5th district Germantown,IMPAIRED BY DRUGS OR ALCOHOL,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
23,5th district Germantown,VEHICLE OR EQUIPMENT VIOLATION,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
13,4th district Wheaton,MINOR INFRACTION,02 - Automobile,Citation,WHITE,F,A - Marked Patrol
13,4th district Wheaton,SPEEDING,02 - Automobile,Citation,WHITE,F,A - Marked Patrol
14,1st district Rockville,SPEEDING,02 - Automobile,Warning,WHITE,M,G - Marked Moving Radar (Stationary)
3,1st district Rockville,RECKLESS DRIVING,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
3,1st district Rockville,IMPAIRED BY DRUGS OR ALCOHOL,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
3,1st district Rockville,IMPAIRED BY DRUGS OR ALCOHOL,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
3,1st district Rockville,RECKLESS DRIVING,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
3,1st district Rockville,RECKLESS DRIVING,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
3,1st district Rockville,MINOR INFRACTION,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
3,1st district Rockville,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
10,3rd district Silver Spring,PLATE VIOLATION,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
0,2nd district Bethesda,RECKLESS DRIVING,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
0,2nd district Bethesda,RECKLESS DRIVING,02 - Automobile,Citation,BLACK,F,A - Marked Patrol
0,2nd district Bethesda,RECKLESS DRIVING,02 - Automobile,Citation,ASIAN,M,A - Marked Patrol
1,2nd district Bethesda,RECKLESS DRIVING,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
1,2nd district Bethesda,RECKLESS DRIVING,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
3,2nd district Bethesda,SPEEDING,02 - Automobile,Citation,ASIAN,F,Q - Marked Laser
21,2nd district Bethesda,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
21,2nd district Bethesda,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
1,3rd district Silver Spring,RECKLESS DRIVING,02 - Automobile,Citation,WHITE,F,A - Marked Patrol
21,2nd district Bethesda,MINOR INFRACTION,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
1,3rd district Silver Spring,DISOBEY TRAFFIC CONTROL,02 - Automobile,Citation,WHITE,F,A - Marked Patrol
21,2nd district Bethesda,VEHICLE OR EQUIPMENT VIOLATION,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
1,3rd district Silver Spring,RECKLESS DRIVING,02 - Automobile,Citation,WHITE,F,A - Marked Patrol
22,2nd district Bethesda,LICENSE OR REGISTRATION RELATED,03 - Station Wagon,Citation,WHITE,M,A - Marked Patrol
1,3rd district Silver Spring,RECKLESS DRIVING,02 - Automobile,Citation,WHITE,F,A - Marked Patrol
22,2nd district Bethesda,LICENSE OR REGISTRATION RELATED,03 - Station Wagon,Citation,WHITE,M,A - Marked Patrol
1,3rd district Silver Spring,IMPAIRED BY DRUGS OR ALCOHOL,02 - Automobile,Citation,WHITE,F,A - Marked Patrol
22,2nd district Bethesda,LICENSE OR REGISTRATION RELATED,03 - Station Wagon,Citation,WHITE,M,A - Marked Patrol
1,3rd district Silver Spring,IMPAIRED BY DRUGS OR ALCOHOL,02 - Automobile,Citation,WHITE,F,A - Marked Patrol
1,3rd district Silver Spring,IMPAIRED BY DRUGS OR ALCOHOL,02 - Automobile,Citation,WHITE,F,A - Marked Patrol
1,3rd district Silver Spring,RECKLESS DRIVING,02 - Automobile,Citation,WHITE,F,A - Marked Patrol
23,4th district Wheaton,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
23,4th district Wheaton,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
23,4th district Wheaton,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
23,4th district Wheaton,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
23,Headquarters and Special Operations,SPEEDING,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
23,Headquarters and Special Operations,LICENSE OR REGISTRATION RELATED,29 - Unknown,Citation,WHITE,M,A - Marked Patrol
0,Headquarters and Special Operations,IMPAIRED BY DRUGS OR ALCOHOL,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
0,Headquarters and Special Operations,IMPAIRED BY DRUGS OR ALCOHOL,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
23,5th district Germantown,SPEEDING,02 - Automobile,Citation,HISPANIC,M,Q - Marked Laser
23,5th district Germantown,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,HISPANIC,M,Q - Marked Laser
0,5th district Germantown,MINOR INFRACTION,02 - Automobile,Citation,OTHER,M,A - Marked Patrol
0,5th district Germantown,MINOR INFRACTION,02 - Automobile,Citation,OTHER,F,A - Marked Patrol
0,5th district Germantown,MINOR INFRACTION,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
1,5th district Germantown,MINOR INFRACTION,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
1,5th district Germantown,MINOR INFRACTION,02 - Automobile,Citation,WHITE,F,A - Marked Patrol
1,5th district Germantown,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
15,1st district Rockville,SPEEDING,02 - Automobile,Warning,ASIAN,F,G - Marked Moving Radar (Stationary)
1,5th district Germantown,MINOR INFRACTION,02 - Automobile,Citation,OTHER,M,A - Marked Patrol
2,5th district Germantown,MINOR INFRACTION,02 - Automobile,Citation,BLACK,F,A - Marked Patrol
2,5th district Germantown,MINOR INFRACTION,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
2,5th district Germantown,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
2,5th district Germantown,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
2,5th district Germantown,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
2,5th district Germantown,PLATE VIOLATION,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
2,5th district Germantown,VEHICLE OR EQUIPMENT VIOLATION,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
2,5th district Germantown,PLATE VIOLATION,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
2,5th district Germantown,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
3,2nd district Bethesda,IMPAIRED BY DRUGS OR ALCOHOL,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
3,2nd district Bethesda,IMPAIRED BY DRUGS OR ALCOHOL,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
3,2nd district Bethesda,IMPAIRED BY DRUGS OR ALCOHOL,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
3,2nd district Bethesda,RECKLESS DRIVING,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
3,2nd district Bethesda,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
3,2nd district Bethesda,IMPAIRED BY DRUGS OR ALCOHOL,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
3,2nd district Bethesda,SPEEDING,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
1,4th district Wheaton,VEHICLE OR EQUIPMENT VIOLATION,05 - Light Duty Truck,Citation,HISPANIC,M,A - Marked Patrol
1,4th district Wheaton,LICENSE OR REGISTRATION RELATED,05 - Light Duty Truck,Citation,HISPANIC,M,A - Marked Patrol
1,4th district Wheaton,LICENSE OR REGISTRATION RELATED,05 - Light Duty Truck,Citation,HISPANIC,M,A - Marked Patrol
1,4th district Wheaton,LICENSE OR REGISTRATION RELATED,05 - Light Duty Truck,Citation,HISPANIC,M,A - Marked Patrol
1,4th district Wheaton,LICENSE OR REGISTRATION RELATED,05 - Light Duty Truck,Citation,HISPANIC,M,A - Marked Patrol
1,4th district Wheaton,LICENSE OR REGISTRATION RELATED,05 - Light Duty Truck,Citation,HISPANIC,M,A - Marked Patrol
1,4th district Wheaton,LICENSE OR REGISTRATION RELATED,05 - Light Duty Truck,Citation,HISPANIC,M,A - Marked Patrol
1,4th district Wheaton,LICENSE OR REGISTRATION RELATED,05 - Light Duty Truck,Citation,HISPANIC,M,A - Marked Patrol
1,4th district Wheaton,LICENSE OR REGISTRATION RELATED,05 - Light Duty Truck,Citation,HISPANIC,M,A - Marked Patrol
23,2nd district Bethesda,DISOBEY TRAFFIC CONTROL,02 - Automobile,Citation,BLACK,F,A - Marked Patrol
23,2nd district Bethesda,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,BLACK,F,A - Marked Patrol
23,2nd district Bethesda,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,BLACK,F,A - Marked Patrol
15,1st district Rockville,SPEEDING,05 - Light Duty Truck,Warning,BLACK,M,G - Marked Moving Radar (Stationary)
23,2nd district Bethesda,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,BLACK,F,A - Marked Patrol
0,1st district Rockville,IMPAIRED BY DRUGS OR ALCOHOL,02 - Automobile,Citation,WHITE,M,B - Unmarked Patrol
0,1st district Rockville,IMPAIRED BY DRUGS OR ALCOHOL,02 - Automobile,Citation,WHITE,M,B - Unmarked Patrol
0,1st district Rockville,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,WHITE,M,B - Unmarked Patrol
0,1st district Rockville,IMPAIRED BY DRUGS OR ALCOHOL,02 - Automobile,Citation,WHITE,M,B - Unmarked Patrol
0,1st district Rockville,RECKLESS DRIVING,02 - Automobile,Citation,WHITE,M,B - Unmarked Patrol
0,5th district Germantown,SPEEDING,02 - Automobile,Citation,WHITE,M,Q - Marked Laser
3,5th district Germantown,IMPAIRED BY DRUGS OR ALCOHOL,02 - Automobile,Citation,WHITE,F,A - Marked Patrol
3,5th district Germantown,IMPAIRED BY DRUGS OR ALCOHOL,02 - Automobile,Citation,WHITE,F,A - Marked Patrol
3,5th district Germantown,IMPAIRED BY DRUGS OR ALCOHOL,02 - Automobile,Citation,WHITE,F,A - Marked Patrol
3,5th district Germantown,SPEEDING,02 - Automobile,Citation,WHITE,F,A - Marked Patrol
3,5th district Germantown,RECKLESS DRIVING,02 - Automobile,Citation,WHITE,F,A - Marked Patrol
0,Headquarters and Special Operations,MINOR INFRACTION,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
23,Headquarters and Special Operations,VEHICLE OR EQUIPMENT VIOLATION,02 - Automobile,Citation,HISPANIC,F,A - Marked Patrol
0,Headquarters and Special Operations,MINOR INFRACTION,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
2,Headquarters and Special Operations,IMPAIRED BY DRUGS OR ALCOHOL,02 - Automobile,Citation,ASIAN,M,A - Marked Patrol
2,Headquarters and Special Operations,IMPAIRED BY DRUGS OR ALCOHOL,02 - Automobile,Citation,ASIAN,M,A - Marked Patrol
2,Headquarters and Special Operations,RECKLESS DRIVING,02 - Automobile,Citation,ASIAN,M,A - Marked Patrol
2,Headquarters and Special Operations,SPEEDING,02 - Automobile,Citation,ASIAN,M,A - Marked Patrol
2,Headquarters and Special Operations,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,ASIAN,M,A - Marked Patrol
2,Headquarters and Special Operations,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,ASIAN,M,A - Marked Patrol
2,Headquarters and Special Operations,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,ASIAN,M,A - Marked Patrol
1,3rd district Silver Spring,LICENSE OR REGISTRATION RELATED,28 - Other,Citation,BLACK,M,A - Marked Patrol
23,1st district Rockville,SPEEDING,02 - Automobile,Warning,WHITE,F,Q - Marked Laser
0,1st district Rockville,SPEEDING,02 - Automobile,Warning,BLACK,M,Q - Marked Laser
1,3rd district Silver Spring,RECKLESS DRIVING,02 - Automobile,Warning,BLACK,F,A - Marked Patrol
23,5th district Germantown,SPEEDING,02 - Automobile,Warning,HISPANIC,M,Q - Marked Laser
23,6th district Gaithersburg / Montgomery Village,SPEEDING,02 - Automobile,Warning,BLACK,M,B - Unmarked Patrol
23,6th district Gaithersburg / Montgomery Village,LICENSE OR REGISTRATION RELATED,02 - Automobile,Warning,BLACK,M,B - Unmarked Patrol
23,6th district Gaithersburg / Montgomery Village,LICENSE OR REGISTRATION RELATED,02 - Automobile,Warning,BLACK,M,B - Unmarked Patrol
23,6th district Gaithersburg / Montgomery Village,VEHICLE OR EQUIPMENT VIOLATION,02 - Automobile,Warning,BLACK,M,B - Unmarked Patrol
23,1st district Rockville,MINOR INFRACTION,02 - Automobile,Warning,BLACK,M,A - Marked Patrol
23,1st district Rockville,VEHICLE OR EQUIPMENT VIOLATION,02 - Automobile,Warning,BLACK,F,A - Marked Patrol
23,3rd district Silver Spring,VEHICLE OR EQUIPMENT VIOLATION,02 - Automobile,Warning,ASIAN,M,A - Marked Patrol
0,3rd district Silver Spring,VEHICLE OR EQUIPMENT VIOLATION,05 - Light Duty Truck,Warning,BLACK,M,A - Marked Patrol
0,3rd district Silver Spring,VEHICLE OR EQUIPMENT VIOLATION,02 - Automobile,Warning,BLACK,M,A - Marked Patrol
22,2nd district Bethesda,LICENSE OR REGISTRATION RELATED,02 - Automobile,Warning,OTHER,M,A - Marked Patrol
22,2nd district Bethesda,SPEEDING,02 - Automobile,Warning,OTHER,M,A - Marked Patrol
23,6th district Gaithersburg / Montgomery Village,LICENSE OR REGISTRATION RELATED,02 - Automobile,Warning,BLACK,M,A - Marked Patrol
23,6th district Gaithersburg / Montgomery Village,VEHICLE OR EQUIPMENT VIOLATION,05 - Light Duty Truck,Warning,HISPANIC,M,A - Marked Patrol
0,6th district Gaithersburg / Montgomery Village,VEHICLE OR EQUIPMENT VIOLATION,02 - Automobile,Warning,WHITE,M,A - Marked Patrol
0,6th district Gaithersburg / Montgomery Village,SPEEDING,02 - Automobile,Warning,BLACK,M,A - Marked Patrol
0,6th district Gaithersburg / Montgomery Village,LICENSE OR REGISTRATION RELATED,02 - Automobile,Warning,BLACK,M,A - Marked Patrol
0,6th district Gaithersburg / Montgomery Village,VEHICLE OR EQUIPMENT VIOLATION,02 - Automobile,Warning,WHITE,M,A - Marked Patrol
0,2nd district Bethesda,RECKLESS DRIVING,02 - Automobile,Warning,OTHER,M,A - Marked Patrol
0,2nd district Bethesda,RECKLESS DRIVING,02 - Automobile,Warning,WHITE,M,A - Marked Patrol
0,2nd district Bethesda,RECKLESS DRIVING,02 - Automobile,Warning,OTHER,M,A - Marked Patrol
0,2nd district Bethesda,RECKLESS DRIVING,02 - Automobile,Warning,BLACK,M,A - Marked Patrol
0,2nd district Bethesda,PLATE VIOLATION,02 - Automobile,Warning,BLACK,M,A - Marked Patrol
0,2nd district Bethesda,PLATE VIOLATION,02 - Automobile,Warning,BLACK,M,A - Marked Patrol
1,2nd district Bethesda,SPEEDING,02 - Automobile,Warning,BLACK,M,A - Marked Patrol
1,2nd district Bethesda,SPEEDING,02 - Automobile,Warning,BLACK,M,A - Marked Patrol
1,2nd district Bethesda,RECKLESS DRIVING,02 - Automobile,Warning,BLACK,M,A - Marked Patrol
3,2nd district Bethesda,RECKLESS DRIVING,02 - Automobile,Warning,OTHER,M,A - Marked Patrol
23,4th district Wheaton,VEHICLE OR EQUIPMENT VIOLATION,02 - Automobile,Warning,HISPANIC,F,A - Marked Patrol
1,Headquarters and Special Operations,MINOR INFRACTION,02 - Automobile,Warning,HISPANIC,M,A - Marked Patrol
2,Headquarters and Special Operations,DISOBEY TRAFFIC CONTROL,02 - Automobile,Warning,BLACK,M,A - Marked Patrol
8,5th district Germantown,VEHICLE OR EQUIPMENT VIOLATION,02 - Automobile,Warning,BLACK,M,A - Marked Patrol
12,5th district Germantown,SPEEDING,02 - Automobile,Warning,BLACK,M,A - Marked Patrol
23,3rd district Silver Spring,VEHICLE OR EQUIPMENT VIOLATION,02 - Automobile,Warning,BLACK,M,A - Marked Patrol
22,6th district Gaithersburg / Montgomery Village,LICENSE OR REGISTRATION RELATED,02 - Automobile,Warning,HISPANIC,M,A - Marked Patrol
22,6th district Gaithersburg / Montgomery Village,MINOR INFRACTION,02 - Automobile,Warning,HISPANIC,M,A - Marked Patrol
23,5th district Germantown,VEHICLE OR EQUIPMENT VIOLATION,02 - Automobile,Warning,HISPANIC,M,A - Marked Patrol
0,5th district Germantown,PLATE VIOLATION,02 - Automobile,Warning,WHITE,F,A - Marked Patrol
0,5th district Germantown,PLATE VIOLATION,02 - Automobile,Warning,WHITE,F,A - Marked Patrol
0,Headquarters and Special Operations,LICENSE OR REGISTRATION RELATED,02 - Automobile,Warning,WHITE,M,A - Marked Patrol
23,4th district Wheaton,RECKLESS DRIVING,02 - Automobile,Warning,BLACK,M,A - Marked Patrol
23,4th district Wheaton,MINOR INFRACTION,02 - Automobile,Warning,BLACK,M,A - Marked Patrol
23,4th district Wheaton,RECKLESS DRIVING,02 - Automobile,Warning,HISPANIC,M,A - Marked Patrol
19,4th district Wheaton,VEHICLE OR EQUIPMENT VIOLATION,02 - Automobile,Warning,HISPANIC,M,A - Marked Patrol
21,4th district Wheaton,PLATE VIOLATION,02 - Automobile,Warning,WHITE,M,A - Marked Patrol
0,3rd district Silver Spring,VEHICLE OR EQUIPMENT VIOLATION,02 - Automobile,Warning,ASIAN,M,A - Marked Patrol
1,3rd district Silver Spring,SPEEDING,02 - Automobile,Warning,BLACK,M,A - Marked Patrol
2,3rd district Silver Spring,VEHICLE OR EQUIPMENT VIOLATION,02 - Automobile,Warning,BLACK,F,A - Marked Patrol
